v0,i1,i2,i3
48.5,0.3896428225480556,0.22191577972935606,0.2242897624892515
49.0,0.3936597588629841,0.22420357127295765,0.2266020280819242
49.5,0.39767669517791243,0.22649136281655927,0.2289142936745969
50.0,0.40169363149284115,0.22877915436016086,0.2312265592672696
50.5,0.4057105678077691,0.23106694590376248,0.2335388248599423
51.0,0.4097275041226976,0.23335473744736407,0.235851090452615
51.5,0.41374444043762576,0.23564252899096572,0.23816335604528768
52.0,0.4177613767525545,0.2379303205345673,0.24047562163796038
52.5,0.4217783130674828,0.24021811207816893,0.24278788723063308
53.0,0.4257952493824113,0.24250590362177052,0.24510015282330577
53.5,0.4298121856973398,0.24479369516537214,0.24741241841597847
54.0,0.43382912201226836,0.24708148670897373,0.24972468400865117
54.5,0.4378460583271965,0.24936927825257538,0.2520369496013239
55.0,0.4418629946421248,0.25165706979617697,0.25434921519399656
55.5,0.44587993095705336,0.2539448613397786,0.2566614807866693
56.0,0.449896867271982,0.25623265288338015,0.25897374637934195
56.5,0.4539138035869106,0.2585204444269818,0.2612860119720147
57.0,0.4579307399018383,0.26080823597058345,0.26359827756468734
57.5,0.46194767621676686,0.26309602751418504,0.26591054315736007
58.0,0.46596461253169535,0.26538381905778663,0.26822280875003274
58.5,0.4699815488466239,0.2676716106013882,0.27053507434270546
59.0,0.47399848516155163,0.26995940214498987,0.27284733993537813
59.5,0.4780154214764809,0.27224719368859146,0.27515960552805085
60.0,0.48203235779140907,0.27453498523219305,0.2774718711207235
60.5,0.48604929410633796,0.27682277677579464,0.27978413671339625
61.0,0.49006623042126574,0.2791105683193963,0.2820964023060689
61.5,0.49408316673619385,0.28139835986299794,0.28440866789874164
62.0,0.4981001030511228,0.2836861514065995,0.2867209334914143
62.5,0.5021170393660509,0.2859739429502011,0.28903319908408703
63.0,0.5061339756809794,0.2882617344938027,0.2913454646767597
63.5,0.5101509119959079,0.29054952603740436,0.2936577302694324
64.0,0.5141678483108365,0.2928373175810059,0.2959699958621051
64.5,0.518184784625765,0.29512510912460754,0.2982822614547778
65.0,0.5222017209406927,0.2974129006682092,0.3005945270474505
65.5,0.5262186572556212,0.2997006922118107,0.30290679264012316
66.0,0.5302355935705502,0.3019884837554124,0.3052190582327959
66.5,0.5342525298854787,0.3042762752990139,0.30753132382546855
67.0,0.5382694662004064,0.3065640668426156,0.3098435894181413
67.5,0.5422864025153353,0.30885185838621715,0.31215585501081394
68.0,0.5463033388302635,0.3111396499298188,0.31446812060348667
68.5,0.5503202751451912,0.31342744147342044,0.31678038619615934
69.0,0.5543372114601202,0.31571523301702203,0.31909265178883206
69.5,0.5583541477750487,0.3180030245606236,0.32140491738150473
70.0,0.5623710840899776,0.3202908161042252,0.32371718297417745
70.5,0.5663880204049053,0.32257860764782686,0.3260294485668501
71.0,0.5704049567198338,0.32486639919142846,0.32834171415952285
71.5,0.5744218930347623,0.32715419073503005,0.3306539797521955
72.0,0.5784388293496905,0.3294419822786317,0.33296624534486824
72.5,0.5824557656646187,0.3317297738222333,0.3352785109375409
73.0,0.5864727019795475,0.33401756536583493,0.33759077653021363
73.5,0.5904896382944761,0.33630535690943647,0.3399030421228863
74.0,0.5945065746094046,0.3385931484530381,0.342215307715559
74.5,0.5985235109243328,0.3408809399966397,0.3445275733082317
75.0,0.6025404472392608,0.34316873154024136,0.3468398389009044
75.5,0.6065573835541898,0.3454565230838429,0.3491521044935771
76.0,0.6105743198691179,0.34774431462744454,0.3514643700862498
76.5,0.6145912561840461,0.3500321061710462,0.3537766356789225
77.0,0.6186081924989749,0.3523198977146478,0.3560889012715952
77.5,0.6226251288139031,0.35460768925824937,0.3584011668642679
78.0,0.626642065128832,0.35689548080185096,0.3607134324569406
78.5,0.6306590014437597,0.3591832723454526,0.36302569804961327
79.0,0.6346759377586882,0.3614710638890542,0.365337963642286
79.5,0.6386928740736172,0.3637588554326558,0.36765022923495866
80.0,0.6427098103885452,0.36604664697625744,0.3699624948276314
80.5,0.6467267467034739,0.36833443851985903,0.37227476042030405
81.0,0.6507436830184019,0.3706222300634607,0.3745870260129768
81.5,0.6547606193333305,0.3729100216070622,0.37689929160564944
82.0,0.658777555648259,0.37519781315066386,0.37921155719832217
82.5,0.6627944919631872,0.37748560469426545,0.38152382279099484
83.0,0.666811428278116,0.3797733962378671,0.38383608838366756
83.5,0.6708283645930442,0.3820611877814687,0.38614835397634023
84.0,0.6748453009079727,0.3843489793250703,0.38846061956901295
84.5,0.6788622372229008,0.38663677086867193,0.3907728851616856
85.0,0.6828791735378293,0.3889245624122735,0.39308515075435835
85.5,0.6868961098527575,0.3912123539558751,0.395397416347031
86.0,0.6909130461676863,0.3935001454994767,0.39770968193970374
86.5,0.6949299824826145,0.39578793704307835,0.4000219475323764
87.0,0.698946918797543,0.39807572858668,0.40233421312504913
87.5,0.7029638551124716,0.40036352013028154,0.4046464787177218
88.0,0.7069807914273997,0.4026513116738832,0.4069587443103945
88.5,0.7109977277423283,0.4049391032174848,0.4092710099030672
89.0,0.7150146640572568,0.4072268947610864,0.4115832754957399
89.5,0.7190316003721849,0.40951468630468796,0.4138955410884126
90.0,0.7230485366871134,0.4118024778482896,0.4162078066810853
90.5,0.7270654730020419,0.4140902693918912,0.418520072273758
91.0,0.7310824093169701,0.41637806093549284,0.4208323378664307
91.5,0.7350993456318986,0.41866585247909444,0.4231446034591034
92.0,0.7391162819468271,0.420953644022696,0.4254568690517761
92.5,0.7431332182617553,0.4232414355662977,0.42776913464444877
93.0,0.7471501545766841,0.42552922710989927,0.4300814002371215
93.5,0.7511670908916127,0.42781701865350086,0.43239366582979416
94.0,0.7551840272065412,0.43010481019710245,0.4347059314224669
94.5,0.7592009635214694,0.4323926017407041,0.43701819701513955
95.0,0.7632178998363974,0.43468039328430574,0.4393304626078123
95.5,0.7672348361513256,0.4369681848279073,0.44164272820048495
96.0,0.7712517724662545,0.4392559763715089,0.44395499379315767
96.5,0.7752687087811826,0.4415437679151105,0.44626725938583034
97.0,0.7792856450961112,0.4438315594587121,0.448579524978503
97.5,0.7833025814110397,0.4461193510023137,0.45089179057117573
98.0,0.7873195177259682,0.4484071425459153,0.4532040561638484
98.5,0.7913364540408959,0.450694934089517,0.4555163217565211
99.0,0.7953533903558249,0.45298272563311853,0.4578285873491938
99.5,0.799370326670753,0.4552705171767202,0.4601408529418665
